DLP,DLPC,name,store,color,code,category,total_inventory,total_quantity,date
SW-SAMSUNG-SERIES 6-40m,SW-SAMSUNG-SERIES 6-GLD,ساعت هوشمند سامسونگ SERIES 6 طلایی/شرکتی/A/40m/(R),سامسونگ چارسو,طلایی,1080152072402790,ساعت هوشمند,3,1,1403/06/02
SW-SAMSUNG-SERIES 6-40m,SW-SAMSUNG-SERIES 6-GLD,ساعت هوشمند سامسونگ SERIES 6 طلایی/شرکتی/A/40m/(R),سامسونگ چارسو,طلایی,1080152072402790,ساعت هوشمند,3,1,1403/06/02
SW-SAMSUNG-SERIES 6-40m,SW-SAMSUNG-SERIES 6-GLD,ساعت هوشمند سامسونگ SERIES 6 طلایی/شرکتی/A/40m/(R),سامسونگ چارسو,طلایی,1080152072402790,ساعت هوشمند,3,1,1403/06/05
SW-SAMSUNG-SERIES 6-40m,SW-SAMSUNG-SERIES 6-GLD,ساعت هوشمند سامسونگ SERIES 6 طلایی/شرکتی/A/40m/(R),سامسونگ چارسو,طلایی,1080152072402790,ساعت هوشمند,3,1,1403/06/05
SW-SAMSUNG-SERIES 6-40m,SW-SAMSUNG-SERIES 6-GLD,ساعت هوشمند سامسونگ SERIES 6 طلایی/شرکتی/A/40m/(R),سامسونگ چارسو,طلایی,1080152072402790,ساعت هوشمند,3,1,1403/06/05
SW-SAMSUNG-SERIES 6-40m,SW-SAMSUNG-SERIES 6-GLD,ساعت هوشمند سامسونگ SERIES 6 طلایی/شرکتی/A/40m/(R),سامسونگ چارسو,طلایی,1080152072402790,ساعت هوشمند,3,1,1403/06/05
SW-SAMSUNG-SERIES 6-40m,SW-SAMSUNG-SERIES 6-GLD,ساعت هوشمند سامسونگ SERIES 6 طلایی/شرکتی/A/40m/(R),سامسونگ چارسو,طلایی,1080152072402790,ساعت هوشمند,3,1,1403/06/06
SW-SAMSUNG-SERIES 6-40m,SW-SAMSUNG-SERIES 6-GLD,ساعت هوشمند سامسونگ SERIES 6 طلایی/شرکتی/A/40m/(R),سامسونگ چارسو,طلایی,1080152072402790,ساعت هوشمند,3,1,1403/06/08
SW-SAMSUNG-SERIES 6-40m,SW-SAMSUNG-SERIES 6-GLD,ساعت هوشمند سامسونگ SERIES 6 طلایی/شرکتی/A/40m/(R),سامسونگ چارسو,طلایی,1080152072402790,ساعت هوشمند,3,1,1403/06/08
SW-SAMSUNG-SERIES 6-40m,SW-SAMSUNG-SERIES 6-GLD,ساعت هوشمند سامسونگ SERIES 6 طلایی/شرکتی/A/40m/(R),سامسونگ چارسو,طلایی,1080152072402790,ساعت هوشمند,3,1,1403/06/09
SW-SAMSUNG-SERIES 6-40m,SW-SAMSUNG-SERIES 6-GLD,ساعت هوشمند سامسونگ SERIES 6 طلایی/شرکتی/A/40m/(R),سامسونگ چارسو,طلایی,1080152072402790,ساعت هوشمند,3,1,1403/06/09
